Beds,Baths,Price,StreetAddress,Area
0,1,599900,1606-1289 HORNBY STREET,Vancouver
3,4,1899900,6660 EMPRESS AVENUE,Burnaby
2,2,959800,404-3161 W 4TH AVENUE,Vancouver
3,3,1280000,3001-7088 SALISBURY AVENUE,Burnaby
2,2,800000,2101-4425 HALIFAX STREET,Burnaby
0,1,708000,2209-1289 HORNBY STREET,Vancouver
3,3,1399000,788 W 68TH AVENUE,Vancouver
1,2,1404900,601-788 ARTHUR ERICKSON PLACE,West Vancouver
2,2,589800,802-7108 EDMONDS STREET,Burnaby
4,4,1869000,719 E 26TH AVENUE,Vancouver
3,3,1119000,30-1925 INDIAN RIVER CRESCENT,North Vancouver
6,8,3180000,7688 MUIRFIELD DRIVE,Vancouver
5,3,1550000,7705 PRINCE ALBERT STREET,Vancouver
2,3,1789000,1785 COLUMBIA STREET,Vancouver
3,2,2200000,200-1819 BELLEVUE AVENUE,West Vancouver
2,2,1204900,4005-2135 SPRINGER AVENUE,Burnaby
2,2,1388000,1301-1000 BEACH AVENUE,Vancouver
2,2,1375000,1617 MAPLE STREET,Vancouver
4,4,1468000,38-6736 SOUTHPOINT DRIVE,Burnaby
1,1,599900,104-2188 MADISON AVENUE,Burnaby
3,1,787000,202-57 N RENFREW STREET,Vancouver
3,2,1950000,6668 NAPIER STREET,Burnaby
3,2,2280000,2107-5628 BIRNEY AVENUE,Vancouver
1,1,599999,901-4182 DAWSON STREET,Burnaby
2,2,2295000,PH6-1178 HAMILTON STREET,Vancouver
2,2,998000,1602-114 W KEITH ROAD,North Vancouver
10,5,3380000,2718 W 19TH AVENUE,Vancouver
1,1,675000,705-3660 VANNESS AVENUE,Vancouver
1,1,499900,401-1515 EASTERN AVENUE,North Vancouver
2,2,999999,303-678 W QUEENS ROAD,North Vancouver
2,2,959900,406-305 LONSDALE AVENUE,North Vancouver
3,3,1798000,2545 E KENT AVENUE NORTH,Vancouver
1,1,549000,802-5470 ORMIDALE STREET,Vancouver
2,2,802000,3005-7088 SALISBURY AVENUE,Burnaby
5,7,8998000,4129 BURKEHILL ROAD,West Vancouver
6,7,7580000,3870 W 26TH AVENUE,Vancouver
1,1,679000,1808-2288 ALPHA AVENUE,Burnaby
2,2,1549000,408-1768 COOK STREET,Vancouver
2,2,1049800,201-2668 ASH STREET,Vancouver
2,2,839000,419-725 MARINE DRIVE,North Vancouver
1,1,729900,1719-938 SMITHE STREET,Vancouver
2,2,1125000,704-1745 ESQUIMALT AVENUE,West Vancouver
1,1,449000,1302-3489 ASCOT PLACE,Vancouver
8,4,2849000,1024 E 51ST AVENUE,Vancouver
1,1,699000,3604-1955 ALPHA WAY,Burnaby
2,2,1144900,211-2550 GARDEN DRIVE,Vancouver
2,2,1094900,208-2550 GARDEN DRIVE,Vancouver
2,2,1549000,353 W 11TH AVENUE,Vancouver
1,1,648000,112-2515 ONTARIO STREET,Vancouver
2,1,430000,1106-4160 SARDIS STREET,Burnaby
2,1,819000,309-733 W 3RD STREET,North Vancouver
2,2,1298000,702-1020 HARWOOD STREET,Vancouver
2,2,789900,408-3602 ALDERCREST DRIVE,North Vancouver
N/A ,0,1230000,6177 BROADWAY,Burnaby
2,2,3580000,803-1169 W CORDOVA STREET,Vancouver
2,2,949800,1005-2988 ALDER STREET,Vancouver
3,4,1798000,2046 E 7TH AVENUE,Vancouver
6,4,2198000,340 RIDGEWAY AVENUE,North Vancouver
2,2,774900,1807-7090 EDMONDS STREET,Burnaby
2,1,619000,406-5899 WILSON AVENUE,Burnaby
3,3,1699980,8505 FREMLIN STREET,Vancouver
5,2,1775000,3674 SYKES ROAD,North Vancouver
2,2,859999,411-345 LONSDALE AVENUE,North Vancouver
3,2,2298000,1602-1077 MARINASIDE CRESCENT,Vancouver
2,2,1088000,102-250 E 11TH STREET,North Vancouver
1,1,699000,406-907 BEACH AVENUE,Vancouver
2,2,818000,205-5626 LARCH STREET,Vancouver
2,2,338800,514 SUNDANCE COURT,West Vancouver
2,2,999000,508-1550 FERN STREET,North Vancouver
1,1,799000,106-1111 HARO STREET,Vancouver
6,5,4398000,2939 ALTAMONT PLACE,West Vancouver
1,1,599000,411-1177 HORNBY STREET,Vancouver
2,2,1139000,207-6000 MCKAY AVENUE,Burnaby
4,2,2058000,2947 W 41ST AVENUE,Vancouver
2,2,749800,104-101 E 29TH STREET,North Vancouver
2,2,799000,804-2200 DOUGLAS ROAD,Burnaby
4,2,3269000,5042 PINE CRESCENT,Vancouver
2,2,1198000,503-1708 ONTARIO STREET,Vancouver
2,2,2080000,1201-1888 ALBERNI STREET,Vancouver
2,2,979000,201-3294 MT SEYMOUR PARKWAY,North Vancouver
7,3,4998000,3648 W 20TH AVENUE,Vancouver
2,2,1099000,3205-6098 STATION STREET,Burnaby
2,2,1149900,1601-112 E 13TH STREET,North Vancouver
2,1,948000,3306-6000 MCKAY AVENUE,Burnaby
1,1,688000,#1702-565 SMITHE STREET,Vancouver
2,2,799000,206-4808 HAZEL STREET,Burnaby
3,3,2899000,2331 BELLEVUE AVENUE,West Vancouver
2,2,1088000,405-3255 SMITH AVENUE,Burnaby
2,2,998800,210-733 E 3RD STREET,North Vancouver
1,1,650000,205-2365 W 3RD AVENUE,Vancouver
2,2,999800,76-728 W 14TH STREET,North Vancouver
1,1,824900,3905-1408 STRATHMORE MEWS,Vancouver
1,1,679900,2207-602 CITADEL PARADE,Vancouver
4,2,1749000,2930 EDDYSTONE CRESCENT,North Vancouver
3,2,849900,2008-63 KEEFER PLACE,Vancouver
4,5,3588000,970 DUCHESS AVENUE,West Vancouver
3,5,3488000,968 DUCHESS AVENUE,West Vancouver
3,2,1419900,504-2550 GARDEN DRIVE,Vancouver
1,1,689900,307-2768 CRANBERRY DRIVE,Vancouver
2,2,1349800,401-628 13TH AVENUE,Vancouver
2,2,1579000,506-590 NICOLA STREET,Vancouver
2,2,999800,1004-2668 ASH STREET,Vancouver
3,2,2790000,1703-620 CARDERO STREET,Vancouver
0,1,574900,210-2550 GARDEN DRIVE,Vancouver
0,1,485000,806-1003 BURNABY STREET,Vancouver
7,7,2949900,1935 E 53RD AVENUE,Vancouver
1,1,750000,3203-777 RICHARDS STREET,Vancouver
2,3,2488000,2901-1111 ALBERNI STREET,Vancouver
1,1,1299000,202-1355 BELLEVUE AVENUE,West Vancouver
2,2,1080000,2117 W 12TH AVENUE,Vancouver
3,4,1839000,4-1133 RIDGEWOOD DRIVE,North Vancouver
3,2,2498800,3623 W 2ND AVENUE,Vancouver
1,1,635000,616-22 E CORDOVA STREET,Vancouver
2,2,989000,205-565 17TH STREET,West Vancouver
1,1,599000,2611-1480 HOWE STREET,Vancouver
1,1,598000,2009-1189 HOWE STREET,Vancouver
2,2,879900,403-1818 W 6TH AVENUE,Vancouver
3,2,2499800,3620 W 20TH AVENUE,Vancouver
1,1,710000,403-1705 NELSON STREET,Vancouver
1,1,938000,1012-181 W 1ST AVENUE,Vancouver
3,3,1798000,2545 E KENT AVENUE NORTH,Vancouver
2,3,3498000,2468 VARLEY LANE,West Vancouver
3,3,1698000,206-2688 WEST MALL,Vancouver
1,1,699000,1701-233 ROBSON STREET,Vancouver
2,1,559000,502-5926 TISDALL STREET,Vancouver
5,3,2249800,2834 E GEORGIA STREET,Vancouver
2,2,699900,301-6823 STATION HILL DRIVE,Burnaby
2,1,749000,101-1631 COMOX STREET,Vancouver
1,1,639000,201-2480 W 3RD AVENUE,Vancouver
1,1,349000,808-1250 BURNABY STREET,Vancouver
3,5,4888000,4930 MEADFEILD ROAD,West Vancouver
4,2,1899900,1045 E 39TH AVENUE,Vancouver
1,1,1125900,1205-889 PACIFIC STREET,Vancouver
1,1,1200000,1004-150 24TH STREET,West Vancouver
1,1,680000,811-819 HAMILTON STREET,Vancouver
2,2,1039900,219-3205 MOUNTAIN HIGHWAY,North Vancouver
1,1,750000,1103-38 W 1ST AVENUE,Vancouver
1,1,948000,309-1490 PENNYFARTHING DRIVE,Vancouver
1,1,749000,1407-1001 HOMER STREET,Vancouver
1,1,759900,402-857 W 15TH STREET,North Vancouver
3,3,1368800,185 W QUEENS ROAD,North Vancouver
3,2,1298000,2219 ALDER STREET,Vancouver
3,4,1798000,2007 E 4TH AVENUE,Vancouver
2,2,1249000,1303-110 SWITCHMEN STREET,Vancouver
2,2,749000,1006-4689 HAZEL STREET,Burnaby
6,5,1948000,977 E 11TH AVENUE,Vancouver
1,1,699800,1105-1283 HOWE STREET,Vancouver
2,2,749000,603-6888 STATION HILL DRIVE,Burnaby
1,1,629000,2405-1189 HOWE STREET,Vancouver
2,2,768000,507-4888 BRENTWOOD DRIVE,Burnaby
2,3,1268888,217-650 E 2ND STREET,North Vancouver
3,3,1995900,4803-6000 MCKAY AVENUE,Burnaby
3,4,4999000,4229 SUNSET BOULEVARD,North Vancouver
2,2,1768000,3107-1408 STRATHMORE MEWS,Vancouver
2,2,898800,1308-1288 W GEORGIA STREET,Vancouver
2,2,938000,904-1887 CROWE STREET,Vancouver
5,7,6588000,2458 CHIPPENDALE ROAD,West Vancouver
2,2,999000,310-2755 MAPLE STREET,Vancouver
3,3,1195000,205-5625 SENLAC STREET,Vancouver
4,4,1598000,5121 DOMINION STREET,Burnaby
3,2,1350000,6622 NELSON AVENUE,Burnaby
2,2,849000,215-1728 GILMORE AVENUE,Burnaby
2,1,779000,606-602 CITADEL PARADE,Vancouver
2,1,874999,403-8181 CHESTER STREET,Vancouver
1,1,710000,205-180 E 2ND AVENUE,Vancouver
5,4,2999000,4130 QUARRY COURT,North Vancouver
2,2,989000,1505-5051 IMPERIAL STREET,Burnaby
5,5,3299000,4400 LIONS AVENUE,North Vancouver
2,2,1280000,807-1500 HORNBY STREET,Vancouver
1,1,1499000,1201-150 24TH STREET,West Vancouver
4,4,1858888,2764 E 52ND AVENUE,Vancouver
2,2,1035000,1605-1288 ALBERNI STREET,Vancouver
4,4,1858888,2762 E 52ND AVENUE,Vancouver
2,2,1225000,TH102-1068 HORNBY STREET,Vancouver
5,2,2288000,4781 MARINEVIEW CRESCENT,North Vancouver
3,2,2998000,248 E 19TH STREET,North Vancouver
2,1,800000,1005-1515 EASTERN AVENUE,North Vancouver
1,1,739000,1202-650 16TH STREET,West Vancouver
0,1,419900,209-1330 BURRARD STREET,Vancouver
2,2,899000,117-3478 WESBROOK MALL,Vancouver
5,6,5998000,5611 HIGHBURY STREET,Vancouver
2,2,659000,410-7326 ANTRIM AVENUE,Burnaby
2,2,988000,3305-4650 BRENTWOOD BOULEVARD,Burnaby
2,2,750000,2309-3663 CROWLEY DRIVE,Vancouver
6,4,1580000,4311 MUSQUEAM DRIVE,Vancouver
2,2,1190000,503-1515 ATLAS LANE,Vancouver
8,3,6490000,7923 YUKON STREET,Vancouver
2,2,1299000,143 W 13TH AVENUE,Vancouver
1,1,598000,1703-3588 CROWLEY DRIVE,Vancouver
5,2,1998800,6656 BUTLER STREET,Vancouver
2,3,1088000,15-5989 WALTER GAGE ROAD,Vancouver
4,5,4580000,2918 W 32ND AVENUE,Vancouver
2,2,898000,409-560 RAVEN WOODS DRIVE,North Vancouver
4,4,3980000,2601-3355 BINNING ROAD,Vancouver
2,2,1998000,1505-885 CAMBIE STREET,Vancouver
2,2,798000,903-995 ROCHE POINT DRIVE,North Vancouver
1,2,898000,609-610 GRANVILLE STREET,Vancouver
5,5,1929000,3594 MONMOUTH AVENUE,Vancouver
3,3,1195000,4143 MILLER STREET,Vancouver
1,1,739000,1011-928 BEATTY STREET,Vancouver
2,2,1988000,1104-1233 W CORDOVA STREET,Vancouver
3,2,1495000,1685 PHILIP AVENUE,North Vancouver
2,2,1288888,1806-1401 HUNTER STREET,Vancouver
3,4,2149000,43-3750 EDGEMONT BOULEVARD,North Vancouver
5,4,4599000,5290 ANGUS DRIVE,Vancouver
6,6,4388000,6081 ELM STREET,Vancouver
2,2,1199000,1504-1020 HARWOOD STREET,Vancouver
3,4,899900,6744 KNEALE PLACE,Burnaby
1,1,723500,411-1680 E 12TH AVENUE,Vancouver
2,2,1099000,101-7128 ADERA STREET,Vancouver
5,5,3980000,4351 W 16TH AVENUE,Vancouver
2,1,799000,4709-6000 MCKAY AVENUE,Burnaby
4,3,3280000,601-5289 CAMBIE STREET,Vancouver
3,1,3298000,2255 JEFFERSON AVENUE,West Vancouver
6,3,2090000,3478 TANNER STREET,Vancouver
3,2,999000,3101-5665 BOUNDARY ROAD,Vancouver
2,2,639000,E405-515 E 15TH AVENUE,Vancouver
6,4,2388000,7187 GRAY AVENUE,Burnaby
3,2,1100000,509-7533 GILLEY AVENUE,Burnaby
7,4,3299000,453 E 11TH STREET,North Vancouver
1,1,809000,2308-788 HAMILTON STREET,Vancouver
1,2,899900,165 VICTORY SHIP WAY,North Vancouver
3,3,1695000,1 BEACH DRIVE,West Vancouver
2,2,1199900,303-3493 COMMERCIAL STREET,Vancouver
6,5,3880000,2638 W 20TH AVENUE,Vancouver
4,4,2399000,607 E 4TH STREET,North Vancouver
3,2,1238000,5011 NORFOLK STREET,Burnaby
2,2,849000,102-1768 GILMORE AVENUE,Burnaby
3,3,1388000,2622 CLARK DRIVE,Vancouver
2,2,668000,318-6669 TELFORD AVENUE,Burnaby
3,3,1480000,7631 GRANVILLE STREET,Vancouver
1,1,649900,202-3493 COMMERCIAL STREET,Vancouver
2,2,749800,408-4888 HAZEL STREET,Burnaby
4,5,7980000,2920 W 27TH AVENUE,Vancouver
1,1,479000,326-1588 E HASTINGS STREET,Vancouver
1,1,589900,508-1331 W GEORGIA STREET,Vancouver
6,6,2180000,1268 E 41ST AVENUE,Vancouver
9,8,5680000,2289 EDDINGTON DRIVE,Vancouver
1,1,828800,4705-6000 MCKAY AVENUE,Burnaby
4,4,5680000,3315 W 38TH AVENUE,Vancouver
2,2,2298000,5105-1289 HORNBY STREET,Vancouver
2,2,1180000,405-7580 COLUMBIA STREET,Vancouver
4,2,1849000,500 BRAND STREET,North Vancouver
5,4,2599000,6768 COLBORNE AVENUE,Burnaby
2,2,1458000,213-3755 W 8TH AVENUE,Vancouver
3,1,850000,93-1950 CEDAR VILLAGE CRESCENT,North Vancouver
2,2,1399000,102-649 E 3RD STREET,North Vancouver
2,1,899900,204-3493 COMMERCIAL STREET,Vancouver
3,2,5498000,438 W 45TH AVENUE,Vancouver
2,3,2358000,4308-1289 HORNBY STREET,Vancouver
2,3,948000,307-4468 ALBERT STREET,Burnaby
2,2,938000,1601-907 BEACH AVENUE,Vancouver
4,6,4288000,4573 W 12TH AVENUE,Vancouver
3,2,2888000,1803-620 CARDERO STREET,Vancouver
4,3,3368000,802-503 W 16TH AVENUE,Vancouver
1,1,548900,1801-8131 NUNAVUT LANE,Vancouver
2,2,999800,2116 PRINCE EDWARD STREET,Vancouver
2,2,849800,506-5615 HAMPTON PLACE,Vancouver
2,2,1299000,1004-1415 W GEORGIA STREET,Vancouver
1,1,899900,304-55 E CORDOVA STREET,Vancouver
3,3,1149000,1978 PURCELL WAY,North Vancouver
1,1,549900,205-1068 W BROADWAY,Vancouver
1,1,1098000,1905-1372 SEYMOUR STREET,Vancouver
0,1,739900,3103-1289 HORNBY STREET,Vancouver
5,8,8542000,4408 W 3RD AVENUE,Vancouver
2,2,778000,512-4310 HASTINGS STREET,Burnaby
5,3,1798000,5540 MARINE DRIVE,West Vancouver
1,1,799900,1608-939 EXPO BOULEVARD,Vancouver
1,1,928000,1804-620 CARDERO STREET,Vancouver
6,5,2248000,B-5707 ELM STREET,Vancouver
1,1,530000,306-989 NELSON STREET,Vancouver
2,3,3200000,2301-667 HOWE STREET,Vancouver
1,1,455000,606-2409 W 43 AVENUE,Vancouver
6,3,3380000,1723 E 33RD AVENUE,Vancouver
2,2,1299000,108-7428 ALBERTA STREET,Vancouver
1,1,884000,701-728 W 8TH AVENUE,Vancouver
1,1,788000,611-6033 GRAY AVENUE,Vancouver
3,3,1739900,6812 OAK STREET,Vancouver
5,3,4998000,1056 RICHELIEU AVENUE,Vancouver
7,3,1698000,3259 E 48TH AVENUE,Vancouver
2,2,1380000,33-2216 FOLKESTONE WAY,West Vancouver
4,5,5500000,868 YOUNETTE DRIVE,West Vancouver
3,2,1298000,2005-6288 CASSIE AVENUE,Burnaby
1,1,669000,1901-1155 SEYMOUR STREET,Vancouver
2,2,709000,203-6055 NELSON AVENUE,Burnaby
1,1,728000,2803-6098 STATION STREET,Burnaby
2,3,699800,42-7345 SANDBORNE AVENUE,Burnaby
2,2,998000,605-518 MOBERLY ROAD,Vancouver
6,3,2498000,204 WOODDALE ROAD,North Vancouver
2,3,2595000,802-2238 W 40TH AVENUE,Vancouver
5,4,1988000,7227 VICTORIA DRIVE,Vancouver
4,3,1888000,4554 SUNLAND PLACE,Burnaby
2,3,1450000,1473 HOWE STREET,Vancouver
1,1,978000,1101-1365 DAVIE STREET,Vancouver
2,2,929000,4801 SLOCAN STREET,Vancouver
4,3,3968000,3682 W 15TH AVENUE,Vancouver
3,1,1599000,7089 MALIBU DRIVE,Burnaby
4,4,1268000,5087 NORFOLK STREET,Burnaby
2,2,1598000,3904-833 SEYMOUR STREET,Vancouver
2,2,1368000,2805-977 MAINLAND STREET,Vancouver
4,3,1999000,5512 OCEAN PLACE,West Vancouver
2,2,950000,306-5955 IONA DRIVE,Vancouver
8,10,14980000,1529 W 34TH AVENUE,Vancouver
1,1,739000,612-180 E 2ND AVENUE,Vancouver
5,3,2199000,411 E OSBORNE ROAD,North Vancouver
2,2,1299000,605-522 MOBERLY ROAD,Vancouver
N/A ,0,3500000,3170 ASH STREET,Vancouver
3,3,1498800,436 E 55TH AVENUE,Vancouver
6,6,4980000,1590 TYROL COURT,West Vancouver
3,2,1650000,7081 BLAINE COURT,Burnaby
5,7,2698000,7261 RIDGE DRIVE,Burnaby
2,2,978000,204-3198 RIVERWALK AVENUE,Vancouver
2,1,749000,314-251 W 4TH STREET,North Vancouver
6,5,2248000,A-5707 ELM STREET,Vancouver
1,1,636000,1102-4488 JUNEAU STREET,Burnaby
3,3,1880000,8286 LAUREL STREET,Vancouver
3,3,1485000,29-4055 INDIAN RIVER DRIVE,North Vancouver
1,1,689000,401-1481 E 4TH AVENUE,Vancouver
2,2,899900,103-188 W 29TH STREET,North Vancouver
1,1,588800,302-6838 STATION HILL DRIVE,Burnaby
2,2,1080000,204-1845 W 7TH AVENUE,Vancouver
7,9,8280000,8415 WILTSHIRE STREET,Vancouver
6,6,4380000,440 W 23RD AVENUE,Vancouver
2,2,1269000,PH6-251 E 7TH AVENUE,Vancouver
5,5,2868000,6068 OLYMPIC STREET,Vancouver
2,1,1880000,2854 E 15TH AVENUE,Vancouver
2,2,1199900,3203-128 W CORDOVA STREET,Vancouver
1,1,899000,1005-1438 RICHARDS STREET,Vancouver
1,1,738800,1106-1480 HOWE STREET,Vancouver
7,6,3899000,446 E 11TH STREET,North Vancouver
2,2,1388000,907-1328 HOMER STREET,Vancouver
7,5,4680000,2376 W 22ND AVENUE,Vancouver
4,4,1739000,6808 DUNNEDIN STREET,Burnaby
2,2,760000,302-128 W 21ST STREET,North Vancouver
2,3,1498000,9-5880 HAMPTON PLACE,Vancouver
1,0,789900,1803-125 E 14TH STREET,North Vancouver
2,2,899000,2504-4353 HALIFAX STREET,Burnaby
7,6,3388000,1592 E 58TH AVENUE,Vancouver
2,2,645000,505-6622 SOUTHOAKS CRESCENT,Burnaby
2,3,1499000,1049 RICHARDS STREET,Vancouver
2,2,1599000,1338 WALNUT STREET,Vancouver
3,3,2188000,401-5779 BIRNEY AVENUE,Vancouver
4,3,2388000,3392 DELBROOK AVENUE,North Vancouver
1,1,599000,107-4625 GRANGE STREET,Burnaby
2,1,749900,101-1545 W 13TH AVENUE,Vancouver
2,2,809900,602-938 LYTTON STREET,North Vancouver
1,1,828000,1103-1768 COOK STREET,Vancouver
2,2,939000,2405-6638 DUNBLANE AVENUE,Burnaby
1,1,728888,802-1331 ALBERNI STREET,Vancouver
2,2,1699800,1401-1205 HOWE STREET,Vancouver
2,2,899888,1902-7388 KINGSWAY,Burnaby
2,2,1898000,1003-1383 MARINASIDE CRESCENT,Vancouver
1,1,749000,1409-4458 BERESFORD STREET,Burnaby
5,5,5498000,1875 W KING EDWARD AVENUE,Vancouver
4,3,2798000,4790 MARINE DRIVE,West Vancouver
3,2,1489000,1355 CHAMBERLAIN DRIVE,North Vancouver
2,1,949900,3101-111 W GEORGIA STREET,Vancouver
2,2,1299000,14C-328 TAYLOR WAY,West Vancouver
5,5,3180000,3412 W 43RD AVENUE,Vancouver
2,2,1895000,301-1241 HOMER STREET,Vancouver
2,2,799900,105-7133 14TH AVENUE,Burnaby
2,2,849000,208-6080 MCKAY AVENUE,Burnaby
2,2,868800,310-719 W 3RD STREET,Vancouver
4,2,2099000,2647 E 21ST AVENUE,Vancouver
3,3,1998000,1901-4134 MAYWOOD STREET,Burnaby
1,1,699000,2307-1283 HOWE STREET,Vancouver
3,3,2998888,1007-1288 MARINASIDE CRESCENT,Vancouver
1,1,798800,2305-1401 HUNTER STREET,North Vancouver
6,5,2680000,2215 VENABLES STREET,Vancouver
2,2,829000,408-2025 STEPHENS STREET,Vancouver
2,2,1075000,2311-610 GRANVILLE STREET,Vancouver
0,1,669000,1006-1221 BIDWELL STREET,Vancouver
2,2,1499000,5808 PORTLAND STREET,Burnaby
9,7,2558000,6080 MARINE DRIVE,Burnaby
3,2,1550000,4137 MCGILL STREET,Burnaby
4,4,3480000,2885 W 20TH AVENUE,Vancouver
2,2,1568000,502-485 W 42ND AVENUE,Vancouver
2,2,1988000,2203-485 W 42ND AVENUE,Vancouver
2,2,1499000,3002-1308 HORNBY STREET,Vancouver
3,2,1299000,2804-1283 HOWE STREET,Vancouver
2,2,1968000,1902-485 W 42ND AVENUE,Vancouver
5,3,1888000,4104 TRINITY STREET,Burnaby
6,4,6000000,3404 E 26TH AVENUE,Vancouver
2,2,999000,411-680 SEYLYNN CRESCENT,North Vancouver
3,2,2990000,3501-889 PACIFIC STREET,Vancouver
6,3,2149800,2645 W 12TH AVENUE,Vancouver
2,1,599888,402-3489 ASCOT PLACE,Vancouver
3,1,2989000,989 W 23RD AVENUE,Vancouver
1,1,659900,307-5058 JOYCE STREET,Vancouver
2,2,929900,205-1385 DRAYCOTT ROAD,North Vancouver
1,1,849000,29-1201 LAMEY'S MILL ROAD,Vancouver
2,2,925000,1503-6700 DUNBLANE AVENUE,Burnaby
2,2,2120000,4305-1480 HOWE STREET,Vancouver
3,2,1225000,306-2288 PINE STREET,Vancouver
1,1,660000,907-588 BROUGHTON STREET,Vancouver
4,2,2199000,3329 NANAIMO STREET,Vancouver
2,2,925000,208-168 CHADWICK COURT,North Vancouver
5,8,7988000,7123 SELKIRK STREET,Vancouver
5,7,7980000,1113 GILSTON ROAD,West Vancouver
2,2,1099000,203-5077 CAMBIE STREET,Vancouver
1,1,758000,1908-777 RICHARDS STREET,Vancouver
4,4,3280000,1355 SINCLAIR STREET,West Vancouver
1,1,728000,203-1401 HUNTER STREET,North Vancouver
1,1,599998,1103-121 W 15TH STREET,North Vancouver
2,2,1399000,502-1675 W 8TH AVENUE,Vancouver
2,2,989000,513-1283 HOWE STREET,Vancouver
4,3,2500000,208-1450 PENNYFARTHING DRIVE,Vancouver
2,2,928000,810-6098 STATION STREET,Burnaby
1,1,598800,47-433 SEYMOUR RIVER PLACE,North Vancouver
2,2,799000,609-4028 KNIGHT STREET,Vancouver
3,1,5980000,4665 WOODRIDGE PLACE,West Vancouver
3,2,1900000,5989 NELSON AVENUE,Burnaby
2,3,2698900,4506-1480 HOWE STREET,Vancouver
2,1,899000,2003-1128 QUEBEC STREET,Vancouver
1,1,629990,309-939 HOMER STREET,Vancouver
3,3,1649000,5702-1955 ALPHA WAY,Burnaby
3,2,1899900,1325 FERNWOOD CRESCENT,North Vancouver
6,3,2600000,2751 W 7TH AVENUE,Vancouver
2,2,825000,201-3281 E KENT AVENUE NORTH,Vancouver
7,7,4480000,1045 W 50TH AVENUE,Vancouver
2,1,788000,402-4690 HAZEL STREET,Burnaby
5,5,4990000,2987 CAMOSUN STREET,Vancouver
4,4,1799000,1-5177 SIDLEY STREET,Burnaby
3,3,1149000,3938 INDIAN RIVER DRIVE,North Vancouver
0,1,588800,1705-1367 ALBERNI STREET,Vancouver
2,2,980000,2303-6080 MCKAY AVENUE,Burnaby
1,1,625000,1809-6098 STATION STREET,Burnaby
2,2,859000,3701-4650 BRENTWOOD BOULEVARD,Burnaby
3,5,9500000,501-2288 BELLEVUE AVENUE,West Vancouver
8,7,3330000,5749 MCKEE STREET,Burnaby
3,2,3498000,622 W 29TH AVENUE,Vancouver
5,3,2499000,4138 COVENTRY WAY,North Vancouver
5,4,3650000,123 E BRAEMAR ROAD,North Vancouver
1,1,579000,108-2234 PRINCE ALBERT STREET,Vancouver
3,1,1588000,2778 E 41ST AVENUE,Vancouver
2,2,1298000,516-833 HOMER STREET,Vancouver
4,4,6500000,1228 MAPLE STREET,Vancouver
5,4,2099000,345 E 64TH AVENUE,Vancouver
2,2,929000,4795 SLOCAN STREET,Vancouver
1,1,679900,809-180 E 2ND AVENUE,Vancouver
5,6,21000000,1611 DRUMMOND DRIVE,Vancouver
5,7,5888000,3388 MATHERS AVENUE,West Vancouver
1,1,819000,603-6328 CAMBIE STREET,Vancouver
5,3,2299000,4455 JEROME PLACE,North Vancouver
1,1,405000,1207-1850 COMOX STREET,Vancouver
2,2,1499000,2208-1289 HORNBY STREET,Vancouver
3,3,1029900,1483 E 22ND AVENUE,Vancouver
3,2,2397000,1037 KINGS AVENUE,West Vancouver
2,1,589900,16-1811 PURCELL WAY,North Vancouver
2,2,1760000,1707-198 AQUARIUS MEWS,Vancouver
2,2,1049000,312-444 W 49TH AVENUE,Vancouver
6,4,1998000,3028 E 26TH AVENUE,Vancouver
1,1,549000,1203-2763 CHANDLERY PLACE,Vancouver
1,1,749000,914-788 RICHARDS STREET,Vancouver
2,2,1780000,601-1010 BEACH AVENUE,Vancouver
2,2,938000,102B-1660 E 5TH AVENUE,Vancouver
2,2,1190000,2108-6000 MCKAY AVENUE,Burnaby
5,2,1388000,926 GROVE AVENUE,Burnaby
6,6,3288000,5335 LANARK STREET,Vancouver
6,6,3288000,5335 LANARK STREET,Vancouver
1,1,659000,54-777 BURRARD STREET,Vancouver
3,2,2190000,204-3590 W 39TH AVENUE,Vancouver
2,2,1652590,201-3590 W 39TH AVENUE,Vancouver
2,2,968000,1002-1255 SEYMOUR STREET,Vancouver
2,2,1488000,711-1768 COOK STREET,Vancouver
3,2,2738000,2305-485 W 42ND AVENUE,Vancouver
5,4,3995000,4140 VIRGINIA CRESCENT,North Vancouver
2,2,999990,1973 W 12TH AVENUE,Vancouver
3,2,1099000,1136 PREMIER STREET,North Vancouver
1,1,699000,220-1588 E HASTINGS STREET,Vancouver
2,2,898000,207-560 RAVEN WOODS DRIVE,North Vancouver
N/A ,0,5888000,3388 MATHERS AVENUE,West Vancouver
1,1,689000,327-2680 W 4TH AVENUE,Vancouver
2,2,635000,PH5-1988 E 49TH AVENUE,Vancouver
3,2,1399000,4799 SLOCAN STREET,Vancouver
1,1,739000,3005-4508 HAZEL STREET,Burnaby
6,5,2688000,6965 INVERNESS STREET,Vancouver
2,2,648000,502-6282 KATHLEEN AVENUE,Burnaby
3,2,1129000,701-4465 JUNEAU STREET,Burnaby
3,3,1389000,4-3596 SALAL DRIVE,North Vancouver
7,5,2299999,2716 MCGILL STREET,Vancouver
7,8,10200000,4667 WOODRIDGE PLACE,West Vancouver
1,1,808000,2004-108 W CORDOVA STREET,Vancouver
2,2,2099000,1608-1480 HOWE STREET,Vancouver
1,1,788000,207-2528 MAPLE STREET,Vancouver
6,4,3488000,61 W 19TH AVENUE,Vancouver
1,1,568000,201-4625 GRANGE STREET,Burnaby
